CrimeId;OriginalCrimeTypeName;OffenseDate;CallTime;CallDateTime;Disposition;Address;City;State;AgencyId;Range;AddressType
160931293;Report;2016-04-02T00:00:00;10:57;2016-04-02T10:57:00;ADV;900 Block Of Market St;San Francisco;CA;1;;Premise Address
160931294;Drugs;2016-04-02T00:00:00;10:56;2016-04-02T10:56:00;GOA;1600 Block Of Thomas Av;San Francisco;CA;1;;Premise Address
160931295;Audible Alarm;2016-04-02T00:00:00;10:57;2016-04-02T10:57:00;PAS;900 Block Of Teresita Bl;San Francisco;CA;1;;Premise Address
160931296;Dw;2016-04-02T00:00:00;10:59;2016-04-02T10:59:00;CIT;1000 Block Of Francisco St;San Francisco;CA;1;;Premise Address
160931298;Ambulance;2016-04-02T00:00:00;10:59;2016-04-02T10:59:00;ND;600 Block Of Valencia St;San Francisco;CA;1;;Common Location
160931303;Traf Violation Cite;2016-04-02T00:00:00;11:01;2016-04-02T11:01:00;CIT;900 Block Of Rivera St;San Francisco;CA;1;;Premise Address
160931304;Passing Call;2016-04-02T00:00:00;11:01;2016-04-02T11:01:00;HAN;2nd St/king St;San Francisco;CA;1;;Intersection
160931307;Drops//busn;2016-04-02T00:00:00;11:02;2016-04-02T11:02:00;CAN;2600 Block Of Ocean Av;San Francisco;CA;1;;Premise Address
160931309;Dw;2016-04-02T00:00:00;11:02;2016-04-02T11:02:00;GOA;400 Block Of Francisco St;San Francisco;CA;1;;Premise Address
160931310;Drops//busn;2016-04-02T00:00:00;11:03;2016-04-02T11:03:00;REP;200 Block Of Parnassus Av;San Francisco;CA;1;;Premise Address
160931311;Suspects;2016-04-02T00:00:00;11:00;2016-04-02T11:00:00;ND;Hyde St/golden Gate Av;San Francisco;CA;1;;Intersection
160931314;Stolen Vehicle;2016-04-02T00:00:00;11:05;2016-04-02T11:05:00;REP;700 Block Of Cortland Av;San Francisco;CA;1;;Premise Address
160931315;Dw;2016-04-02T00:00:00;11:04;2016-04-02T11:04:00;CIT;300 Block Of Banks St;San Francisco;CA;1;;Premise Address
160931317;Rz;2016-04-02T00:00:00;11:05;2016-04-02T11:05:00;CIT;100 Block Of Pierce St;San Francisco;CA;1;;Premise Address
160931318;415;2016-04-02T00:00:00;11:05;2016-04-02T11:05:00;HAN;16th St/folsom St;San Francisco;CA;1;;Intersection
160931320;Encampment;2016-04-02T00:00:00;11:06;2016-04-02T11:06:00;HAN;4400 Block Of 3rd St;San Francisco;CA;1;;Premise Address
160931323;Injury Veh Accident;2016-04-02T00:00:00;11:04;2016-04-02T11:04:00;REP;Fulton St/8th Av;San Francisco;CA;1;;Intersection
160931325;Well Being Check;2016-04-02T00:00:00;11:06;2016-04-02T11:06:00;HAN;400 Block Of Ofarrell St;San Francisco;CA;1;;Premise Address
160931326;811 Male;2016-04-02T00:00:00;11:06;2016-04-02T11:06:00;CIT;600 Block Of Larkin St;San Francisco;CA;1;;Premise Address
160931327;Vendors;2016-04-02T00:00:00;11:08;2016-04-02T11:08:00;CIT;18th St/valencia St;San Francisco;CA;1;;Intersection
160931328;Complaint Unkn;2016-04-02T00:00:00;11:07;2016-04-02T11:07:00;ND;1000 Block Of The Embarcadero Nor;San Francisco;CA;1;;Common Location
160931329;Panic Alarm;2016-04-02T00:00:00;11:07;2016-04-02T11:07:00;NCR;100 Block Of Amber Dr;San Francisco;CA;1;;Premise Address
160931330;Unoccupied;2016-04-02T00:00:00;11:08;2016-04-02T11:08:00;REP;900 Block Of Greenwich St;San Francisco;CA;1;;Premise Address
160931331;22500e;2016-04-02T00:00:00;11:09;2016-04-02T11:09:00;CIT;700 Block Of Clementina St;San Francisco;CA;1;;Premise Address
160931332;Suspicious Person;2016-04-02T00:00:00;11:11;2016-04-02T11:11:00;CIT;Geary Bl/20th Av;San Francisco;CA;1;;Intersection
160931334;X;2016-04-02T00:00:00;11:08;2016-04-02T11:08:00;HAN;100 Block Of Mcallister St;San Francisco;CA;1;;Premise Address
160931335;Camp;2016-04-02T00:00:00;11:10;2016-04-02T11:10:00;GOA;Treat Av/17th St;San Francisco;CA;1;;Intersection
160931336;909;2016-04-02T00:00:00;11:11;2016-04-02T11:11:00;HAN;2400 Block Of Mission St;San Francisco;CA;1;;Premise Address
160931337;Npat;2016-04-02T00:00:00;11:12;2016-04-02T11:12:00;CIT;300 Block Of Collingwood St;San Francisco;CA;1;;Premise Address
160931339;22500e;2016-04-02T00:00:00;11:12;2016-04-02T11:12:00;CIT;1100 Block Of Wayland St;San Francisco;CA;1;;Premise Address
160931340;Trespasser;2016-04-02T00:00:00;11:12;2016-04-02T11:12:00;HAN;0 Block Of Daniel Burnham Ct;San Francisco;CA;1;;Premise Address
160931341;Homeless Complaint;2016-04-02T00:00:00;11:13;2016-04-02T11:13:00;CIT;600 Block Of Ashbury St;San Francisco;CA;1;;Premise Address
160931342;Dw;2016-04-02T00:00:00;11:14;2016-04-02T11:14:00;CIT;1900 Block Of Grove St;San Francisco;CA;1;;Premise Address
160931343;Stolen Vehicle;2016-04-02T00:00:00;11:14;2016-04-02T11:14:00;REP;Gould St/paul Av;San Francisco;CA;1;;Intersection
160931344;Traffic Stop;2016-04-02T00:00:00;11:14;2016-04-02T11:14:00;CIT;Vallejo St/powell St;San Francisco;CA;1;;Intersection
160931345;Traffic Stop;2016-04-02T00:00:00;11:14;2016-04-02T11:14:00;CIT;2800 Block Of Santiago St;San Francisco;CA;1;;Premise Address
160931346;Traf Violation Cite;2016-04-02T00:00:00;11:15;2016-04-02T11:15:00;CIT;1800 Block Of 10th Av;San Francisco;CA;1;;Premise Address
160931350;909;2016-04-02T00:00:00;11:14;2016-04-02T11:14:00;HAN;100 Block Of Ellis St;San Francisco;CA;1;;Premise Address
160931352;Passing Call;2016-04-02T00:00:00;11:17;2016-04-02T11:17:00;Not recorded;San Bruno 2400-2900 7/f;;CA;1;;Geo-Override
160931353;Petty Theft;2016-04-02T00:00:00;11:17;2016-04-02T11:17:00;REP;600 Block Of Valencia St;San Francisco;CA;1;;Common Location
160931359;Passing Call;2016-04-02T00:00:00;11:19;2016-04-02T11:19:00;HAN;Grant Corridor;;CA;1;;Geo-Override
160931360;Wz;2016-04-02T00:00:00;11:18;2016-04-02T11:18:00;GOA;2900 Block Of Mission St;San Francisco;CA;1;;Premise Address
160931361;Traffic Stop;2016-04-02T00:00:00;11:19;2016-04-02T11:19:00;HAN;Harrison St/2nd St;San Francisco;CA;1;;Intersection
160931362;22500h;2016-04-02T00:00:00;11:19;2016-04-02T11:19:00;GOA;0 Block Of Brumiss Tr;San Francisco;CA;1;;Premise Address
160931363;Homeless Complaint;2016-04-02T00:00:00;11:17;2016-04-02T11:17:00;HAN;0 Block Of Sutter St;San Francisco;CA;1;;Premise Address
160931365;915;2016-04-02T00:00:00;11:19;2016-04-02T11:19:00;GOA;300 Block Of Sanchez St;San Francisco;CA;1;;Premise Address
160931369;Homeless Complaint;2016-04-02T00:00:00;11:20;2016-04-02T11:20:00;GOA;York St/24th St;San Francisco;CA;1;;Intersection
160931372;Passing Call;2016-04-02T00:00:00;11:23;2016-04-02T11:23:00;ND;300 Block Of 9th Av;San Francisco;CA;1;;Premise Address
160931374;22500e;2016-04-02T00:00:00;11:23;2016-04-02T11:23:00;CAN;0 Block Of Seymour St;San Francisco;CA;1;;Premise Address
160931375;Traf Violation Cite;2016-04-02T00:00:00;11:22;2016-04-02T11:22:00;22;1100 Block Of Kearny St;San Francisco;CA;1;;Premise Address
160931377;22500e;2016-04-02T00:00:00;11:23;2016-04-02T11:23:00;GOA;2600 Block Of California St;San Francisco;CA;1;;Premise Address
160931378;22500e;2016-04-02T00:00:00;11:23;2016-04-02T11:23:00;CIT;100 Block Of Rossi Av;San Francisco;CA;1;;Premise Address
160931379;Rz/dw;2016-04-02T00:00:00;11:24;2016-04-02T11:24:00;CIT;100 Block Of Richland Av;San Francisco;CA;1;;Premise Address
160931380;Traffic Stop;2016-04-02T00:00:00;11:25;2016-04-02T11:25:00;Not recorded;2nd St/howard St;San Francisco;CA;1;;Intersection
160931381;Juve Beyond Control;2016-04-02T00:00:00;11:23;2016-04-02T11:23:00;ADV;2700 Block Of 28th Av;San Francisco;CA;1;;Premise Address
160931382;Passing Call;2016-04-02T00:00:00;11:25;2016-04-02T11:25:00;Not recorded;500 Block Of Felton St;San Francisco;CA;1;;Premise Address
160931385;Passing Call;2016-04-02T00:00:00;11:25;2016-04-02T11:25:00;Not recorded;3rd St/quesada Av;San Francisco;CA;1;;Intersection
160931386;Suspicious Person;2016-04-02T00:00:00;11:22;2016-04-02T11:22:00;ADV;Webster St/beach St;San Francisco;CA;1;;Intersection
160931388;Passing Call;2016-04-02T00:00:00;11:26;2016-04-02T11:26:00;ND;5700 Block Of Geary Bl;San Francisco;CA;1;;Premise Address
160931389;Fight No Weapon;2016-04-02T00:00:00;11:24;2016-04-02T11:24:00;GOA;1700 Block Of Page St;San Francisco;CA;1;;Premise Address
160931391;Rz;2016-04-02T00:00:00;11:26;2016-04-02T11:26:00;GOA;2700 Block Of Pine St;San Francisco;CA;1;;Premise Address
160931392;Passing Call;2016-04-02T00:00:00;11:27;2016-04-02T11:27:00;HAN;500 Block Of The Embarcadero Nor;San Francisco;CA;1;;Common Location
160931393;Suspicious Person;2016-04-02T00:00:00;11:24;2016-04-02T11:24:00;GOA;3600 Block Of 18th St;San Francisco;CA;1;;Premise Address
160931396;915;2016-04-02T00:00:00;11:29;2016-04-02T11:29:00;ND;2600 Block Of 45th Av;San Francisco;CA;1;;Premise Address
160931398;Poss;2016-04-02T00:00:00;11:29;2016-04-02T11:29:00;HAN;200 Block Of Clipper St;San Francisco;CA;1;;Premise Address
160931399;Passing Call;2016-04-02T00:00:00;11:31;2016-04-02T11:31:00;Not recorded;22nd St/tennessee St;San Francisco;CA;1;;Intersection
160931403;Petty Theft;2016-04-02T00:00:00;11:29;2016-04-02T11:29:00;REP;400 Block Of Ellis St;San Francisco;CA;1;;Premise Address
160931405;Homeless Complaint;2016-04-02T00:00:00;11:31;2016-04-02T11:31:00;HAN;1700 Block Of Page St;San Francisco;CA;1;;Premise Address
160931406;Traffic Stop;2016-04-02T00:00:00;11:34;2016-04-02T11:34:00;HAN;2nd St/tehama St;San Francisco;CA;1;;Intersection
160931408;Traffic Stop;2016-04-02T00:00:00;11:34;2016-04-02T11:34:00;CIT;Vallejo St/powell St;San Francisco;CA;1;;Intersection
160931409;Homeless Complaint;2016-04-02T00:00:00;11:34;2016-04-02T11:34:00;GOA;1200 Block Of Harrison St;San Francisco;CA;1;;Premise Address
160931411;Muni Inspection;2016-04-02T00:00:00;11:35;2016-04-02T11:35:00;HAN;San Bruno Av/bacon St;San Francisco;CA;1;;Intersection
160931412;7.2.27;2016-04-02T00:00:00;11:34;2016-04-02T11:34:00;GOA;700 Block Of Commercial St;San Francisco;CA;1;;Premise Address
160931413;Wz;2016-04-02T00:00:00;11:34;2016-04-02T11:34:00;CIT;2000 Block Of Webster St;San Francisco;CA;1;;Premise Address
160931415;Fight No Weapon;2016-04-02T00:00:00;11:34;2016-04-02T11:34:00;ADV;2800 Block Of Leavenworth St;San Francisco;CA;1;;Premise Address
160931417;Missing Adult;2016-04-02T00:00:00;11:32;2016-04-02T11:32:00;HAN;0 Block Of Castro St #3north;San Francisco;CA;1;;Common Location
160931418;Dw;2016-04-02T00:00:00;11:35;2016-04-02T11:35:00;CIT;0 Block Of Chenery St;San Francisco;CA;1;;Premise Address
160931419;Traffic Stop;2016-04-02T00:00:00;11:37;2016-04-02T11:37:00;CIT;Broadway/larkin St;San Francisco;CA;1;;Intersection
160931420;H&r Veh Accident;2016-04-02T00:00:00;11:36;2016-04-02T11:36:00;ND;15th St/ramona Av;San Francisco;CA;1;;Intersection
160931422;Attemp;2016-04-02T00:00:00;11:33;2016-04-02T11:33:00;UTL;1000 Block Of Mission St;San Francisco;CA;1;;Premise Address
160931423;Sw;2016-04-02T00:00:00;11:38;2016-04-02T11:38:00;GOA;1500 Block Of Chestnut St;San Francisco;CA;1;;Premise Address
160931424;Well Being Check;2016-04-02T00:00:00;11:35;2016-04-02T11:35:00;GOA;3rd St/market St;San Francisco;CA;1;;Intersection
160931426;Traffic Stop;2016-04-02T00:00:00;11:39;2016-04-02T11:39:00;CIT;San Jose Av/niagara Av;San Francisco;CA;1;;Intersection
160931429;Suspicious Person;2016-04-02T00:00:00;11:39;2016-04-02T11:39:00;GOA;Lilac St/24th St;San Francisco;CA;1;;Intersection
160931430;Drinkers;2016-04-02T00:00:00;11:40;2016-04-02T11:40:00;GOA;500 Block Of Tehama St;San Francisco;CA;1;;Premise Address
160931432;Reckless;2016-04-02T00:00:00;11:38;2016-04-02T11:38:00;ADV;7th Av/judah St;San Francisco;CA;1;;Intersection
160931433;Uwg;2016-04-02T00:00:00;11:38;2016-04-02T11:38:00;GOA;900 Block Of Market St;San Francisco;CA;1;;Common Location
160931434;Passing Call;2016-04-02T00:00:00;11:42;2016-04-02T11:42:00;HAN;200 Blk Leavenworth St;San Francisco;CA;1;;Geo-Override
160931436;22500e;2016-04-02T00:00:00;11:42;2016-04-02T11:42:00;GOA;1100 Block Of Moraga St;San Francisco;CA;1;;Premise Address
160931437;Assault / Battery;2016-04-02T00:00:00;11:42;2016-04-02T11:42:00;ARR;2700 Block Of Mission St;San Francisco;CA;1;;Premise Address
160931441;Auto Boost / Strip;2016-04-02T00:00:00;11:44;2016-04-02T11:44:00;REP;1400 Block Of Hudson Av;San Francisco;CA;1;;Premise Address
160931442;Passing Call;2016-04-02T00:00:00;11:44;2016-04-02T11:44:00;HAN;500 Block Of Bay St;San Francisco;CA;1;;Premise Address
160931444;Traffic Stop;2016-04-02T00:00:00;11:45;2016-04-02T11:45:00;CIT;Broadway/larkin St;San Francisco;CA;1;;Intersection
160931445;Suspicious Vehicle;2016-04-02T00:00:00;11:43;2016-04-02T11:43:00;Not recorded;1100 Block Of Fitzgerald Av;San Francisco;CA;1;;Premise Address
160931446;Suspicious Person;2016-04-02T00:00:00;11:46;2016-04-02T11:46:00;ADV;200 Block Of Golden Gate Av;San Francisco;CA;1;;Premise Address
160931447;Suspicious Vehicle;2016-04-02T00:00:00;11:45;2016-04-02T11:45:00;ADV;Great Hy/fulton St;San Francisco;CA;1;;Intersection
160931448;Traf Violation Cite;2016-04-02T00:00:00;11:47;2016-04-02T11:47:00;GOA;300 Block Of Ocean Av;San Francisco;CA;1;;Premise Address
160931449;Traffic Stop;2016-04-02T00:00:00;11:48;2016-04-02T11:48:00;ADV;Mission St/brook St;San Francisco;CA;1;;Intersection
160931450;Dw;2016-04-02T00:00:00;11:47;2016-04-02T11:47:00;CIT;200 Block Of Clara St;San Francisco;CA;1;;Premise Address
160931451;Traffic Stop;2016-04-02T00:00:00;11:49;2016-04-02T11:49:00;HAN;2nd St/natoma St;San Francisco;CA;1;;Intersection
160931452;Traffic Stop;2016-04-02T00:00:00;11:49;2016-04-02T11:49:00;ADM;28th Av/vicente St;San Francisco;CA;1;;Intersection
160931453;Drops//busn;2016-04-02T00:00:00;11:49;2016-04-02T11:49:00;HAN;1200 Block Of Market St;San Francisco;CA;1;;Premise Address
160931459;Traffic Stop;2016-04-02T00:00:00;11:51;2016-04-02T11:51:00;CIT;Broadway/larkin St;San Francisco;CA;1;;Intersection
160931462;Fight No Weapon;2016-04-02T00:00:00;11:50;2016-04-02T11:50:00;HAN;King St/3rd St;San Francisco;CA;1;;Intersection
160931464;Fraud;2016-04-02T00:00:00;11:52;2016-04-02T11:52:00;REP;1100 Block Of Fillmore St;San Francisco;CA;1;;Premise Address
160931466;22500e;2016-04-02T00:00:00;11:51;2016-04-02T11:51:00;GOA;400 Block Of 25th Av;San Francisco;CA;1;;Premise Address
160931468;Ringing Doorbell;2016-04-02T00:00:00;11:50;2016-04-02T11:50:00;GOA;1200 Block Of Washington St;San Francisco;CA;1;;Premise Address
160931469;Homeless Complaint;2016-04-02T00:00:00;11:53;2016-04-02T11:53:00;ND;700 Block Of Clement St;San Francisco;CA;1;;Premise Address
160931470;Lp;2016-04-02T00:00:00;11:51;2016-04-02T11:51:00;GOA;700 Block Of Shotwell St;San Francisco;CA;1;;Premise Address
160931472;Mentally Disturbed;2016-04-02T00:00:00;11:53;2016-04-02T11:53:00;ADV;Clement St/15th Av;San Francisco;CA;1;;Intersection
160931473;Male;2016-04-02T00:00:00;11:52;2016-04-02T11:52:00;GOA;6th St/natoma St;San Francisco;CA;1;;Intersection
160931474;Traffic Stop;2016-04-02T00:00:00;11:55;2016-04-02T11:55:00;ADV;Columbus Av/jackson St;San Francisco;CA;1;;Intersection
160931477;Dw;2016-04-02T00:00:00;11:55;2016-04-02T11:55:00;CAN;700 Block Of 20th Av;San Francisco;CA;1;;Premise Address
160931479;Auto Boost / Strip;2016-04-02T00:00:00;11:57;2016-04-02T11:57:00;REP;Pine St/leavenworth St;San Francisco;CA;1;;Intersection
160931481;Traffic Stop;2016-04-02T00:00:00;11:57;2016-04-02T11:57:00;CIT;Webster St/pacific Av;San Francisco;CA;1;;Intersection
160931483;Passing Call;2016-04-02T00:00:00;11:57;2016-04-02T11:57:00;HAN;1100 Blk Fillmore St;San Francisco;CA;1;;Geo-Override
160931484;Rep;2016-04-02T00:00:00;11:56;2016-04-02T11:56:00;REP;400 Block Of Cortland Av;San Francisco;CA;1;;Premise Address
160931486;Fight No Weapon;2016-04-02T00:00:00;11:55;2016-04-02T11:55:00;ABA;400 Block Of Hawes St;San Francisco;CA;1;;Premise Address
160931488;650;2016-04-02T00:00:00;11:55;2016-04-02T11:55:00;HAN;600 Block Of Laguna St;San Francisco;CA;1;;Premise Address
160931492;Traffic Stop;2016-04-02T00:00:00;11:59;2016-04-02T11:59:00;CIT;Powell St/pacific Av;San Francisco;CA;1;;Intersection
160931494;Passing Call;2016-04-02T00:00:00;11:59;2016-04-02T11:59:00;HAN;16th Av/moraga St;San Francisco;CA;1;;Intersection
160931495;Traffic Stop;2016-04-02T00:00:00;11:59;2016-04-02T11:59:00;HAN;Stevenson St/new Montgomery St;San Francisco;CA;1;;Intersection
160931497;Traffic Stop;2016-04-02T00:00:00;12:00;2016-04-02T12:00:00;ADV;Powell St/vallejo St;San Francisco;CA;1;;Intersection
160931500;Fight No Weapon;2016-04-02T00:00:00;11:59;2016-04-02T11:59:00;UTL;16th St/mission St;San Francisco;CA;1;;Intersection
160931501;Traf Violation Cite;2016-04-02T00:00:00;12:01;2016-04-02T12:01:00;CIT;300 Block Of Clara St;San Francisco;CA;1;;Premise Address
160931503;Stolen Vehicle;2016-04-02T00:00:00;12:02;2016-04-02T12:02:00;REP;Ankeny St/alder St;San Francisco;CA;1;;Intersection
160931505;7.2.45;2016-04-02T00:00:00;11:54;2016-04-02T11:54:00;HAN;1000 Block Of Great Hy;San Francisco;CA;1;;Premise Address
160931506;Stolen Vehicle;2016-04-02T00:00:00;12:02;2016-04-02T12:02:00;REP;300 Block Of Sagamore St;San Francisco;CA;1;;Premise Address
160931507;Suspicious Person;2016-04-02T00:00:00;12:03;2016-04-02T12:03:00;HAN;100 Block Of 6th St;San Francisco;CA;1;;Premise Address
160931509;Audible Alarm;2016-04-02T00:00:00;12:02;2016-04-02T12:02:00;PAS;400 Block Of 2nd St;San Francisco;CA;1;;Premise Address
160931510;Fight No Weapon;2016-04-02T00:00:00;11:58;2016-04-02T11:58:00;ADV;1800 Block Of Alemany Bl;San Francisco;CA;1;;Premise Address
160931511;Gz;2016-04-02T00:00:00;12:03;2016-04-02T12:03:00;CIT;1100 Block Of Guerrero St;San Francisco;CA;1;;Premise Address
160931512;Wanted Vehicle / Sub;2016-04-02T00:00:00;12:02;2016-04-02T12:02:00;HAN;Stanyan St/hayes St;San Francisco;CA;1;;Intersection
160931513;22500e;2016-04-02T00:00:00;12:03;2016-04-02T12:03:00;GOA;4800 Block Of 17th St;San Francisco;CA;1;;Premise Address
160931514;Traffic Stop;2016-04-02T00:00:00;12:05;2016-04-02T12:05:00;HAN;Mission St/26th St;San Francisco;CA;1;;Intersection
160931517;Caser;2016-04-02T00:00:00;12:03;2016-04-02T12:03:00;GOA;Kensington Wy/taraval St;San Francisco;CA;1;;Intersection
160931518;Traf Violation Cite;2016-04-02T00:00:00;12:06;2016-04-02T12:06:00;CIT;100 Block Of Lurline St;San Francisco;CA;1;;Premise Address
160931519;Complaint Unkn;2016-04-02T00:00:00;12:05;2016-04-02T12:05:00;NOM;1300 Block Of Stockton St;San Francisco;CA;1;;Premise Address
160931520;Rep;2016-04-02T00:00:00;12:04;2016-04-02T12:04:00;REP;900 Block Of Market St;San Francisco;CA;1;;Premise Address
160931522;Passing Call;2016-04-02T00:00:00;12:06;2016-04-02T12:06:00;HAN;Page St/buchanan St;San Francisco;CA;1;;Intersection
160931523;Traffic Stop;2016-04-02T00:00:00;12:06;2016-04-02T12:06:00;HAN;2nd St/howard St;San Francisco;CA;1;;Intersection
160931526;Traf Violation Cite;2016-04-02T00:00:00;12:07;2016-04-02T12:07:00;HAN;1200 Block Of Kirkham St;San Francisco;CA;1;;Premise Address
160931527;Petty Theft;2016-04-02T00:00:00;12:07;2016-04-02T12:07:00;REP;0 Block Of Townsend St;San Francisco;CA;1;;Premise Address
160931529;Veh Accident;2016-04-02T00:00:00;12:07;2016-04-02T12:07:00;REP;400 Block Of Gonzalez Dr;San Francisco;CA;1;;Premise Address
160931530;Missing Juvenile;2016-04-02T00:00:00;12:07;2016-04-02T12:07:00;CAN;0 Block Of The Embarcadero Sou;San Francisco;CA;1;;Common Location
160931531;Traffic Stop;2016-04-02T00:00:00;12:08;2016-04-02T12:08:00;CIT;Broadway/larkin St;San Francisco;CA;1;;Intersection
160931532;Stolen Vehicle;2016-04-02T00:00:00;12:08;2016-04-02T12:08:00;REP;Sacramento St/pierce St;San Francisco;CA;1;;Intersection
160931534;Passing Call;2016-04-02T00:00:00;12:08;2016-04-02T12:08:00;HAN;600 Blk Larch St;San Francisco;CA;1;;Geo-Override
160931535;Stolen Vehicle;2016-04-02T00:00:00;12:08;2016-04-02T12:08:00;ARR;3600 Block Of Lyon St;San Francisco;CA;1;;Common Location
160931537;Traffic Stop;2016-04-02T00:00:00;12:10;2016-04-02T12:10:00;ADV;Seneca Av/san Jose Av;San Francisco;CA;1;;Intersection
160931538;Meet W/officer;2016-04-02T00:00:00;12:07;2016-04-02T12:07:00;CAN;4th St/king St;San Francisco;CA;1;;Intersection
160931539;Fight No Weapon;2016-04-02T00:00:00;12:10;2016-04-02T12:10:00;HAN;800 Block Of Clement St;San Francisco;CA;1;;Premise Address
160931540;919;2016-04-02T00:00:00;12:09;2016-04-02T12:09:00;GOA;16th St/julian Av;San Francisco;CA;1;;Intersection
160931543;Traffic Stop;2016-04-02T00:00:00;12:11;2016-04-02T12:11:00;CIT;Phelps St/evans Av;San Francisco;CA;1;;Intersection
160931544;Silent Alarm;2016-04-02T00:00:00;12:10;2016-04-02T12:10:00;CAN;1500 Block Of Armstrong Av;San Francisco;CA;1;;Premise Address
160931545;Passing Call;2016-04-02T00:00:00;12:11;2016-04-02T12:11:00;ND;300 Block Of Martin Luther King Dr;San Francisco;CA;1;;Common Location
160931547;Mentally Disturbed;2016-04-02T00:00:00;12:10;2016-04-02T12:10:00;CAN;400 Block Of Duboce Av;San Francisco;CA;1;;Premise Address
160931548;Passing Call;2016-04-02T00:00:00;12:12;2016-04-02T12:12:00;ND;Sunnydale Av/santos St;San Francisco;CA;1;;Intersection
160931551;Rz;2016-04-02T00:00:00;12:12;2016-04-02T12:12:00;CIT;2500 Block Of Bush St;San Francisco;CA;1;;Premise Address
160931552;Threats / Harassment;2016-04-02T00:00:00;12:10;2016-04-02T12:10:00;HAN;700 Block Of Missouri St;San Francisco;CA;1;;Premise Address
160931553;22500e;2016-04-02T00:00:00;12:12;2016-04-02T12:12:00;CIT;2600 Block Of Bryant St;San Francisco;CA;1;;Premise Address
160931554;Suspicious Person;2016-04-02T00:00:00;12:13;2016-04-02T12:13:00;ADV;Capp St/19th St;San Francisco;CA;1;;Intersection
160931556;Complaint Unkn;2016-04-02T00:00:00;12:12;2016-04-02T12:12:00;NOM;300 Block Of Spear St;San Francisco;CA;1;;Premise Address
160931558;H&r Injury Accident;2016-04-02T00:00:00;12:13;2016-04-02T12:13:00;Not recorded;Lombard St/divisadero St;San Francisco;CA;1;;Intersection
160931559;Suspicious Vehicle;2016-04-02T00:00:00;12:14;2016-04-02T12:14:00;ND;1100 Block Of Fairfax Av;San Francisco;CA;1;;Premise Address
160931561;H&r;2016-04-02T00:00:00;12:13;2016-04-02T12:13:00;Not recorded;Divisadero St/francisco St;San Francisco;CA;1;;Intersection
160931563;Poss 207;2016-04-02T00:00:00;12:09;2016-04-02T12:09:00;HAN;900 Block Of Market St;San Francisco;CA;1;;Premise Address
160931566;Passing Call;2016-04-02T00:00:00;12:17;2016-04-02T12:17:00;HAN;500 Block Of Alemany Bl;San Francisco;CA;1;;Common Location
160931567;Suspicious Vehicle;2016-04-02T00:00:00;12:16;2016-04-02T12:16:00;Not recorded;Webster St/california St;San Francisco;CA;1;;Intersection
160931568;Suspicious Person;2016-04-02T00:00:00;12:16;2016-04-02T12:16:00;GOA;Ellis St/jones St;San Francisco;CA;1;;Intersection
160931569;Person Down;2016-04-02T00:00:00;12:18;2016-04-02T12:18:00;HAN;Leavenworth St/golden Gate Av;San Francisco;CA;1;;Intersection
160931572;Trespasser;2016-04-02T00:00:00;12:17;2016-04-02T12:17:00;HAN;400 Block Of Market St;San Francisco;CA;1;;Premise Address
160931573;919;2016-04-02T00:00:00;12:18;2016-04-02T12:18:00;GOA;Natoma St/10th St;San Francisco;CA;1;;Intersection
160931575;Traffic Stop;2016-04-02T00:00:00;12:19;2016-04-02T12:19:00;CIT;Vallejo St/powell St;San Francisco;CA;1;;Intersection
160931577;Aggressive;2016-04-02T00:00:00;12:19;2016-04-02T12:19:00;ADV;Ocean Av/havenside Dr;San Francisco;CA;1;;Intersection
160931579;Suspicious Person;2016-04-02T00:00:00;12:20;2016-04-02T12:20:00;ADV;Market St/taylor St;San Francisco;CA;1;;Intersection
160931580;Veh Accident;2016-04-02T00:00:00;12:20;2016-04-02T12:20:00;REP;600 Block Of Valencia St;San Francisco;CA;1;;Common Location
160931582;Passing Call;2016-04-02T00:00:00;12:20;2016-04-02T12:20:00;HAN;Scott St/eddy St;San Francisco;CA;1;;Intersection
160931587;Traf Violation Cite;2016-04-02T00:00:00;12:20;2016-04-02T12:20:00;CIT;2100 Block Of Leavenworth St;San Francisco;CA;1;;Premise Address
160931588;Passing Call;2016-04-02T00:00:00;12:22;2016-04-02T12:22:00;ND;West Point Rd/middle Point Rd;San Francisco;CA;1;;Intersection
160931590;Passing Call;2016-04-02T00:00:00;12:22;2016-04-02T12:22:00;HAN;Holly Courts;;CA;1;;Geo-Override
160931591;Dog;2016-04-02T00:00:00;12:22;2016-04-02T12:22:00;UTL;200 Block Of Madrone Av;San Francisco;CA;1;;Premise Address
160931592;909;2016-04-02T00:00:00;12:19;2016-04-02T12:19:00;Not recorded;9th St/mission St;San Francisco;CA;1;;Intersection
160931593;919;2016-04-02T00:00:00;12:23;2016-04-02T12:23:00;ADV;Cortland Av/bayshore Bl;San Francisco;CA;1;;Intersection
160931596;Traffic Stop;2016-04-02T00:00:00;12:24;2016-04-02T12:24:00;CIT;Sutter St/steiner St;San Francisco;CA;1;;Intersection
160931597;22500e;2016-04-02T00:00:00;12:23;2016-04-02T12:23:00;CIT;2200 Block Of California St;San Francisco;CA;1;;Premise Address
160931598;Audible Alarm;2016-04-02T00:00:00;12:24;2016-04-02T12:24:00;NOM;900 Block Of Vermont St;San Francisco;CA;1;;Premise Address
